ticker,commodity,date,open,high,low,close,volume
HE=F,Lean Hogs,2002-03-04,59.70000076293945,59.875,59.599998474121094,59.650001525878906,0
HE=F,Lean Hogs,2002-03-05,59.150001525878906,59.150001525878906,58.70000076293945,58.79999923706055,0
HE=F,Lean Hogs,2002-03-06,58.5,58.79999923706055,57.70000076293945,57.70000076293945,0
HE=F,Lean Hogs,2002-03-07,58.20000076293945,58.599998474121094,58.0,58.400001525878906,0
HE=F,Lean Hogs,2002-03-08,58.25,58.25,57.900001525878906,58.04999923706055,0
HE=F,Lean Hogs,2002-03-11,57.92499923706055,58.025001525878906,57.57500076293945,57.57500076293945,0
HE=F,Lean Hogs,2002-03-12,57.349998474121094,57.54999923706055,57.25,57.275001525878906,0
HE=F,Lean Hogs,2002-03-13,57.20000076293945,57.20000076293945,56.625,56.70000076293945,0
HE=F,Lean Hogs,2002-03-14,56.775001525878906,56.82500076293945,56.20000076293945,56.724998474121094,0
HE=F,Lean Hogs,2002-03-15,55.07500076293945,55.224998474121094,55.025001525878906,55.07500076293945,0
HE=F,Lean Hogs,2002-03-18,55.07500076293945,55.224998474121094,53.25,55.07500076293945,0
HE=F,Lean Hogs,2002-03-19,53.42499923706055,53.42499923706055,52.79999923706055,52.54999923706055,0
HE=F,Lean Hogs,2002-03-20,52.79999923706055,52.79999923706055,52.79999923706055,52.79999923706055,0
HE=F,Lean Hogs,2002-03-21,53.474998474121094,53.474998474121094,53.474998474121094,53.474998474121094,0
HE=F,Lean Hogs,2002-03-22,52.95000076293945,52.95000076293945,52.95000076293945,52.95000076293945,0
HE=F,Lean Hogs,2002-03-25,53.275001525878906,53.275001525878906,53.275001525878906,53.275001525878906,0
HE=F,Lean Hogs,2002-03-26,52.900001525878906,52.900001525878906,52.900001525878906,52.900001525878906,0
HE=F,Lean Hogs,2002-03-27,52.79999923706055,52.875,52.57500076293945,52.54999923706055,0
HE=F,Lean Hogs,2002-03-28,51.875,51.875,51.875,51.875,0
HE=F,Lean Hogs,2002-04-01,51.0,51.25,51.0,51.04999923706055,0
HE=F,Lean Hogs,2002-04-02,49.54999923706055,49.57500076293945,49.54999923706055,49.57500076293945,0
HE=F,Lean Hogs,2002-04-03,48.875,48.95000076293945,47.95000076293945,47.70000076293945,0
HE=F,Lean Hogs,2002-04-04,47.025001525878906,47.20000076293945,46.79999923706055,46.95000076293945,0
HE=F,Lean Hogs,2002-04-05,45.974998474121094,45.974998474121094,45.974998474121094,45.974998474121094,0
HE=F,Lean Hogs,2002-04-08,45.224998474121094,45.224998474121094,45.224998474121094,43.974998474121094,0
HE=F,Lean Hogs,2002-04-09,43.42499923706055,43.42499923706055,42.70000076293945,42.525001525878906,0
HE=F,Lean Hogs,2002-04-10,41.45000076293945,41.45000076293945,41.45000076293945,41.45000076293945,0
HE=F,Lean Hogs,2002-04-11,41.775001525878906,41.775001525878906,41.775001525878906,41.775001525878906,0
HE=F,Lean Hogs,2002-04-12,41.95000076293945,41.95000076293945,41.95000076293945,41.95000076293945,0
HE=F,Lean Hogs,2002-04-15,48.224998474121094,48.224998474121094,48.224998474121094,48.224998474121094,0
HE=F,Lean Hogs,2002-04-16,48.349998474121094,48.349998474121094,48.349998474121094,48.349998474121094,0
HE=F,Lean Hogs,2002-04-17,50.349998474121094,50.349998474121094,50.349998474121094,50.349998474121094,0
HE=F,Lean Hogs,2002-04-18,51.95000076293945,51.95000076293945,51.95000076293945,51.95000076293945,0
HE=F,Lean Hogs,2002-04-19,53.75,53.75,53.75,53.75,0
HE=F,Lean Hogs,2002-04-22,53.20000076293945,53.20000076293945,53.20000076293945,53.20000076293945,0
HE=F,Lean Hogs,2002-04-23,51.20000076293945,51.20000076293945,51.20000076293945,51.20000076293945,0
HE=F,Lean Hogs,2002-04-24,50.525001525878906,50.525001525878906,50.525001525878906,50.525001525878906,0
HE=F,Lean Hogs,2002-04-25,49.724998474121094,49.724998474121094,49.724998474121094,49.724998474121094,0
HE=F,Lean Hogs,2002-04-26,47.724998474121094,47.724998474121094,47.724998474121094,47.724998474121094,0
HE=F,Lean Hogs,2002-04-29,45.724998474121094,45.724998474121094,45.724998474121094,45.724998474121094,0
HE=F,Lean Hogs,2002-04-30,45.599998474121094,45.599998474121094,45.599998474121094,45.599998474121094,0
HE=F,Lean Hogs,2002-05-01,44.79999923706055,44.79999923706055,44.79999923706055,44.79999923706055,0
HE=F,Lean Hogs,2002-05-02,46.04999923706055,46.04999923706055,46.04999923706055,46.04999923706055,0
HE=F,Lean Hogs,2002-05-03,46.974998474121094,46.974998474121094,46.974998474121094,46.974998474121094,0
HE=F,Lean Hogs,2002-05-06,47.29999923706055,47.349998474121094,46.79999923706055,46.82500076293945,0
HE=F,Lean Hogs,2002-05-07,47.0,47.0,46.400001525878906,46.75,0
HE=F,Lean Hogs,2002-05-08,45.400001525878906,45.400001525878906,45.400001525878906,45.400001525878906,0
HE=F,Lean Hogs,2002-05-09,45.79999923706055,45.79999923706055,45.79999923706055,45.79999923706055,0
HE=F,Lean Hogs,2002-05-10,45.95000076293945,45.95000076293945,45.95000076293945,45.95000076293945,0
HE=F,Lean Hogs,2002-05-13,46.29999923706055,46.29999923706055,46.29999923706055,46.29999923706055,0
HE=F,Lean Hogs,2002-05-14,46.400001525878906,46.400001525878906,46.400001525878906,46.400001525878906,0
HE=F,Lean Hogs,2002-05-15,53.775001525878906,53.775001525878906,53.775001525878906,53.775001525878906,0
HE=F,Lean Hogs,2002-05-16,53.349998474121094,53.375,53.099998474121094,52.82500076293945,0
HE=F,Lean Hogs,2002-05-17,53.17499923706055,53.17499923706055,53.17499923706055,53.17499923706055,0
HE=F,Lean Hogs,2002-05-20,51.17499923706055,51.17499923706055,51.17499923706055,51.17499923706055,0
HE=F,Lean Hogs,2002-05-21,49.17499923706055,49.17499923706055,49.17499923706055,49.17499923706055,0
HE=F,Lean Hogs,2002-05-22,47.875,47.875,47.875,47.875,0
HE=F,Lean Hogs,2002-05-23,48.525001525878906,48.525001525878906,48.525001525878906,48.525001525878906,0
HE=F,Lean Hogs,2002-05-24,48.375,48.375,48.375,48.375,0
HE=F,Lean Hogs,2002-05-28,46.375,46.375,46.375,46.375,0
HE=F,Lean Hogs,2002-05-29,46.42499923706055,46.42499923706055,46.42499923706055,46.42499923706055,0
HE=F,Lean Hogs,2002-05-30,46.150001525878906,46.150001525878906,46.150001525878906,46.150001525878906,0
HE=F,Lean Hogs,2002-05-31,46.75,46.75,46.75,46.75,0
HE=F,Lean Hogs,2002-06-03,47.474998474121094,47.474998474121094,47.474998474121094,47.474998474121094,0
HE=F,Lean Hogs,2002-06-04,46.474998474121094,46.474998474121094,46.474998474121094,46.474998474121094,0
HE=F,Lean Hogs,2002-06-05,46.95000076293945,46.95000076293945,46.95000076293945,46.95000076293945,0
HE=F,Lean Hogs,2002-06-06,48.54999923706055,48.95000076293945,48.54999923706055,48.79999923706055,0
HE=F,Lean Hogs,2002-06-07,49.875,49.875,49.875,49.875,0
HE=F,Lean Hogs,2002-06-10,48.849998474121094,48.849998474121094,48.849998474121094,48.849998474121094,0
HE=F,Lean Hogs,2002-06-11,48.724998474121094,48.724998474121094,48.724998474121094,48.724998474121094,0
HE=F,Lean Hogs,2002-06-12,48.25,48.25,48.25,48.25,0
HE=F,Lean Hogs,2002-06-13,48.375,48.375,48.375,48.375,0
HE=F,Lean Hogs,2002-06-14,48.599998474121094,48.599998474121094,48.599998474121094,48.599998474121094,0
HE=F,Lean Hogs,2002-06-17,49.849998474121094,49.849998474121094,49.849998474121094,49.849998474121094,0
HE=F,Lean Hogs,2002-06-18,50.70000076293945,50.70000076293945,50.70000076293945,50.70000076293945,0
HE=F,Lean Hogs,2002-06-19,50.349998474121094,50.349998474121094,50.349998474121094,50.349998474121094,0
HE=F,Lean Hogs,2002-06-20,51.57500076293945,51.57500076293945,51.57500076293945,51.57500076293945,0
HE=F,Lean Hogs,2002-06-21,51.474998474121094,51.474998474121094,51.474998474121094,51.474998474121094,0
